,customer_id,age,region,customer_type,tenure_months,monthly_recharge_xaf,total_recharge_xaf,call_minutes,data_usage_gb,sms_count,last_recharge_date,network_issues_last_3m,device_type,product_bundle,preferred_channel,x_kpca,y_kpca,cluster_kpca
11,b2e640eb-ad3b-4363-9d78-dd881895bb16,27,Extreme-Nord,Postpaid,54,16008.79,919032.13,349,1.68,13,2025-05-27,0,Smartphone,Mobile Only,Agency,0.4233414192734165,-0.03397266555840771,3
12,584fade9-6794-4624-b9c7-ea5bdb15b2d2,40,Extreme-Nord,Prepaid,47,2748.36,125874.38,360,0.0,16,2024-09-05,0,Smartphone,Mobile Only,Call Center,-0.22922109765113197,0.31959206845556687,1
13,63423d79-82c7-4886-a26b-1ac7eabc21b7,36,Nord-Ouest,Prepaid,51,5688.16,281367.3,155,1.14,16,2024-08-29,2,Smartphone,Mobile Only,App,0.0036663796995992995,0.10271669917394244,1
14,7069afed-b188-437f-a5f2-be821477c96b,35,Centre,Postpaid,54,3962.04,187207.89,225,5.19,16,2025-05-27,2,Feature Phone,Mobile Only,App,-0.04656201790529071,0.20374061610931704,1
15,adfc87a8-d6af-4698-8b27-e96dfe07dbad,50,Littoral,Prepaid,49,16510.15,935942.18,336,9.77,19,2024-12-05,2,Smartphone,Mobile Only,USSD,0.33610140942380456,-0.06239793641123087,3
16,a2c35efb-d155-4625-96a1-1d457fe71c81,61,Centre,Prepaid,27,15848.27,361214.13,143,0.0,18,2024-10-26,1,Feature Phone,Mobile + Box,Agency,0.0468572564072199,-0.29885765643851986,0
17,ac2cd944-7413-474f-a7b4-cd7cd16d0fd1,52,Ouest,Postpaid,57,7663.5,461905.5,349,5.22,21,2024-05-27,0,Smartphone,Mobile Only,App,0.12376791997743032,0.4015267057687661,1
18,1ba0a474-707c-4414-ad3a-7557ddeff508,47,Littoral,Prepaid,49,19284.92,775201.4,384,7.71,18,2024-08-10,0,Smartphone,Mobile + Box,USSD,0.5027257861743702,-0.13837121482031325,3
19,425c8cde-a8f9-47c2-a429-c30f68d052df,65,Nord-Ouest,Prepaid,34,4085.21,139170.83,303,6.04,22,2024-08-18,0,Smartphone,Mobile Only,USSD,-0.35864256839230235,0.2714948048379682,2
20,6e0d96d6-dc20-460b-92b8-934d84277b47,23,Littoral,Corporate,54,9628.48,593348.88,325,5.1,17,2024-09-16,0,Fiber Modem,Mobile Only,App,0.2350405342866742,0.2519451211823094,1
21,17f62006-7ca6-42ca-846d-42195f12f425,55,Adamaoua,Postpaid,10,19931.33,228489.28,435,11.49,15,2025-01-10,0,Smartphone,Mobile Only,Agency,-0.003946446294210951,-0.2853549288117238,0
22,d145d53b-c804-411c-93ca-8f92deba1ab0,22,Centre,Prepaid,60,2000.01,118325.46,233,8.11,18,2024-11-12,1,Smartphone,Mobile + Box,USSD,-0.1117375249457358,0.4112685987794663,1
23,82505516-0f87-4e78-9dea-fac5bd2e50f5,69,Sud,Prepaid,22,14139.55,323245.83,165,8.66,17,2024-07-03,0,Smartphone,Mobile Only,Agency,-0.04156425904401151,-0.22901163340987093,0
24,4a14acba-dc45-46cc-8f5f-7cbcca607948,70,Nord-Ouest,Prepaid,7,14462.71,115800.07,430,1.84,20,2025-05-17,1,Smartphone,Internet Only,Agency,-0.16632379098527755,-0.3686028075516026,0
25,b3ce51c7-19ac-40f6-bb33-0546964c4474,32,Littoral,Postpaid,49,5842.88,318115.87,161,2.71,14,2024-11-21,0,Fiber Modem,Mobile Only,App,-0.0694693587186919,0.24253227258596466,1
26,fac622a3-6e5b-416d-957c-3cbc18875fd9,58,Nord,Prepaid,57,2267.4,124385.99,239,2.43,22,2025-04-24,1,Smartphone,Mobile Only,App,-0.15766684696865035,0.39278006334082377,1
27,d84b65e1-e1b8-4078-852c-d18cb2eb60b7,50,Nord-Ouest,Prepaid,16,3491.17,62792.1,198,4.02,28,2024-07-19,4,Smartphone,Mobile Only,USSD,0.037943603424984214,-0.008124745912402611,0
28,d1130e93-e517-4268-ab4a-a6368eec74f2,17,Sud-Ouest,Postpaid,27,3044.92,75347.96,286,6.38,18,2024-12-29,0,Smartphone,Mobile + Box,USSD,-0.3828446611131694,0.24615586827829194,2
29,16503cce-b980-4f39-938c-c9f5b7b2aae5,63,Est,Prepaid,35,4500.68,156980.88,277,14.78,18,2024-11-13,0,4G Box,Mobile Only,Agency,-0.1331603094058871,0.17330822428926657,1
30,bd00b74b-82c3-405a-8091-75744385f9cc,52,Est,Prepaid,12,15984.76,212563.39,329,7.33,14,2024-10-29,0,Smartphone,Mobile Only,USSD,-0.14331972380178334,-0.4120326793446558,0
31,be567011-b85e-4a83-9934-fa14d2589076,41,Adamaoua,Prepaid,12,3176.72,33472.24,358,0.0,19,2024-09-17,0,Feature Phone,Mobile + Box,Call Center,-0.4544914728961174,0.034568613413033744,2
32,f6cf5345-68c9-45a6-a8e5-1f32d31449ab,25,Sud-Ouest,Prepaid,6,19893.86,114991.55,417,5.93,22,2025-04-17,0,Smartphone,Mobile + Box,Call Center,-0.09066422165102409,-0.372361677820543,0
33,fd085240-4fa0-4305-b625-b47f7cfb9263,39,Adamaoua,Prepaid,52,5378.83,231913.77,327,4.44,24,2024-10-30,1,Smartphone,Mobile Only,USSD,-0.12054261077508596,0.38870888469846826,1
34,fe7bceab-b84a-40f7-b1fe-886bb6bc9390,33,Sud,Corporate,41,12891.1,551260.7,457,0.0,15,2024-10-24,2,Feature Phone,Internet Only,Agency,0.12929815860833738,-0.07409498471546208,3
35,175c8168-333b-4218-91ad-6d3da9f2b6df,50,Nord-Ouest,Prepaid,48,11339.47,506359.24,272,10.86,21,2024-10-01,0,Smartphone,Mobile Only,Agency,0.18491741534080594,0.15700575211514015,3
36,a208cab0-6e9d-417e-ac9c-84359f8e2aba,54,Sud-Ouest,Prepaid,69,11890.09,926346.08,316,4.23,25,2024-08-31,0,Smartphone,Mobile + Box,Agency,0.5056219314490813,0.17555681804454715,3
37,94f44e05-dbbf-4d85-a586-70138101acb5,20,Nord,Prepaid,37,3283.92,106847.3,419,2.61,23,2024-10-26,0,Smartphone,Mobile + Box,App,-0.262219822404707,0.28480623187734394,1
38,fe3506a3-bcc3-4c96-a324-6d5849ca936b,25,Ouest,Corporate,35,12063.99,340529.77,334,7.72,20,2025-03-24,0,Smartphone,Mobile + Box,App,-0.03817718533995204,0.010562709539061008,1
39,c898da2a-fd83-4593-bf0c-a30cdb89da66,47,Extreme-Nord,Prepaid,7,6011.05,33741.53,320,9.95,19,2025-04-04,0,Smartphone,Mobile Only,App,-0.4552173789929069,-0.031189932036006063,2
40,5243d39d-b689-420e-8c8c-c1c9660e1a90,63,Ouest,Prepaid,12,16863.1,224074.42,140,1.21,20,2025-01-10,1,Smartphone,Mobile Only,Agency,-0.0638814577261381,-0.38629991166098304,0
41,0af330a7-345c-4368-b8fb-98e1b6423c55,45,Nord,Prepaid,68,4903.26,360953.01,0,4.17,17,2024-10-02,2,Smartphone,Mobile Only,Agency,0.06937242010162713,0.09520570743984728,1
42,8fca4f4f-7938-4d6d-a029-14312f96ba45,18,Littoral,Prepaid,59,11201.67,644417.23,84,4.14,17,2024-08-29,2,Smartphone,Mobile + Box,USSD,0.17024960666431402,0.03954337516791708,3
43,236e4157-dbbd-4d53-b175-311102e93e38,39,Centre,Prepaid,8,19438.74,129387.81,329,0.93,19,2024-07-30,0,Smartphone,Mobile Only,App,-0.12121662009984914,-0.5004217982049155,0
44,50b83c4d-7cb7-4f4e-955f-4f2f2e54b92c,30,Nord-Ouest,Prepaid,67,6438.85,397153.9,192,0.0,16,2024-09-27,1,Smartphone,Mobile + Box,Agency,0.09828127492992865,0.2544482663256576,1
45,4cc36cc0-8902-48d0-ac90-f4ff16d637f1,47,Est,Prepaid,48,16042.1,774103.11,382,5.72,9,2024-05-31,1,Feature Phone,Mobile Only,USSD,0.29435156973126014,-0.0894916578279791,3
46,cb8fa03f-04f1-4214-929f-07322802a9ed,51,Nord-Ouest,Postpaid,11,6593.6,63761.09,326,0.0,19,2024-08-15,1,Smartphone,Mobile Only,USSD,-0.4033984612334852,-0.15563839580570826,2
47,8d21bede-b5f6-4362-bc41-be019827cc2c,43,Littoral,Postpaid,57,19152.69,1143131.41,318,4.49,17,2024-05-29,0,Smartphone,Mobile + Box,USSD,0.6066457405670125,-0.06781941386299144,3
48,a9c3909a-fe64-404a-a9b7-45744b5dcaf3,68,Extreme-Nord,Prepaid,47,11962.94,569603.46,50,9.8,24,2025-02-06,0,Smartphone,Mobile Only,App,0.14363329145638218,0.039738058161808636,3
49,9082d15b-1e18-4793-af7d-1539295424a3,49,Est,Postpaid,27,11355.58,355415.12,438,13.33,21,2025-04-29,0,Smartphone,Mobile Only,Agency,-0.03412709366627875,-0.011521833554571882,0
50,e834c7ed-f241-4929-81ed-6edba686f99f,44,Sud-Ouest,Prepaid,57,9042.14,476890.7,320,1.73,18,2025-01-08,0,Smartphone,Internet Only,App,0.171159308699756,0.27697613648489117,1
51,54e66b8a-06cb-47da-8736-ed678c9cd5b1,75,Est,Postpaid,71,4873.99,349041.51,300,6.34,16,2024-12-16,1,Smartphone,Mobile Only,App,0.07794065944033637,0.31177553734782154,1
52,d7ec9fc9-bc2c-4407-bbef-3c6eae4695b3,52,Nord,Prepaid,44,4772.59,244193.51,371,8.73,22,2024-07-27,0,Smartphone,Mobile Only,Agency,-0.20160151171187135,0.39757809848623477,1
53,637be3f3-65a0-418a-93e5-fda2dafc628c,16,Sud,Prepaid,21,1454.84,27288.32,260,0.0,21,2025-02-25,0,Fiber Modem,Mobile + Box,USSD,-0.33035666674284403,0.15609610044611966,2
54,42a0fdbc-634a-466d-a501-fdf3ac77aa50,20,Centre,Postpaid,45,1000.35,40365.72,512,1.71,18,2024-09-23,1,Smartphone,Mobile + Box,App,-0.12578097511832476,0.20507762551888312,1
55,ff406d7f-a0d1-4b3c-9c96-617cf69298f8,27,Ouest,Prepaid,3,3257.75,8127.91,108,2.07,18,2025-05-12,0,Smartphone,Internet Only,App,-0.3100621567616288,-0.00308410981767071,2
56,43e5b41f-c9a9-42ef-b380-74094f7dc348,44,Adamaoua,Prepaid,39,10882.83,489172.1,358,4.52,16,2024-07-20,0,Fiber Modem,Mobile + Box,Agency,0.08292294335743824,0.014654566279783529,3
57,98a2c329-51b5-4039-b457-6e252329b4f7,20,Littoral,Postpaid,15,4009.5,55898.23,177,4.31,25,2025-04-24,0,Smartphone,Internet Only,Agency,-0.33571680048453445,0.09671451726910804,2
58,fe25f514-ea07-4db8-bc04-ca384f73c52c,44,Centre,Prepaid,27,3653.73,94167.13,299,4.58,24,2024-10-28,0,Smartphone,Internet Only,USSD,-0.4643163027428612,0.2540189235565208,2
59,8876a4ed-990f-4574-8151-6574a659d03b,57,Sud-Ouest,Prepaid,65,16293.52,1187286.09,458,7.01,26,2025-03-15,0,Smartphone,Mobile Only,USSD,0.39767117076727143,0.027971377528758317,3
60,42ea02fa-dfec-432d-8c00-8223248baed3,24,Adamaoua,Postpaid,63,19954.26,1352658.98,188,2.49,25,2025-05-08,1,Smartphone,Mobile Only,App,0.3518550139550438,-0.0190120524547506,3
61,32448544-8075-4f13-9f52-e653b6c98327,48,Sud,Prepaid,5,19635.61,100181.86,194,10.99,17,2024-12-18,0,Smartphone,Mobile Only,USSD,-0.07766909144480384,-0.3435468618845788,0
62,a69933ec-6fc7-4b5b-b362-d6f66d6669e5,16,Adamaoua,Prepaid,57,14886.19,1003587.42,169,6.16,12,2024-06-03,0,Smartphone,Mobile + Box,App,0.3233821204208569,0.019884726411668954,3
63,f9323f33-0102-4995-a02b-5811e1adf4a2,72,Nord-Ouest,Prepaid,45,9513.0,389636.13,256,13.61,16,2025-04-13,2,Smartphone,Mobile Only,USSD,0.0656514190429879,0.02248126833765704,3
64,b3a1b72a-9721-42a7-a010-723c28a95d9d,38,Est,Prepaid,51,19886.78,817949.79,301,1.77,12,2024-12-08,0,Fiber Modem,Mobile + Box,USSD,0.4132208887085639,-0.1390810408136098,3
65,01f69e16-0d57-4e60-bb67-fb8ac5b7a69f,43,Centre,Prepaid,40,13364.76,608572.51,257,0.0,14,2024-08-31,0,Fiber Modem,Mobile Only,USSD,0.21613617562764198,-0.1146985442139003,3
66,0fa1942a-5c92-433d-a272-5562ba28aaaf,19,Adamaoua,Prepaid,2,5784.17,11860.17,149,6.23,32,2024-06-18,0,Smartphone,Mobile Only,Agency,-0.12505808031954674,0.002828564995205881,2
67,b4d17dd8-045e-46d5-b096-f4453aefdd8c,28,Ouest,Postpaid,24,1735.12,46386.25,291,0.0,17,2025-03-03,0,Smartphone,Mobile Only,App,-0.3826412651432983,0.170031771813689,2
68,bd678646-d5f0-4cae-805a-e7371fcf4e5c,27,Littoral,Postpaid,39,18204.53,602386.12,223,6.19,25,2024-09-03,1,Feature Phone,Mobile + Box,Call Center,0.2953928798669198,-0.1762339966013504,3
69,6b713ea4-7b9f-4ae2-b5ec-2ccaf25eefa7,66,Nord,Corporate,56,2111.39,103408.02,186,0.25,33,2024-09-17,0,Smartphone,Mobile + Box,Agency,-0.02129152398879242,0.148764892601275,1
70,b72d82d2-a17b-4ebb-b90a-1eb0bf8abcbb,25,Nord,Prepaid,29,3704.16,94352.05,251,8.54,22,2024-09-09,1,Fiber Modem,Mobile Only,USSD,-0.3243089300024466,0.2222511818803331,2
71,a189ba23-6c45-4f34-a120-d92311b73f56,54,Extreme-Nord,Postpaid,63,14062.01,801651.21,266,9.37,21,2024-10-29,0,Smartphone,Mobile Only,App,0.5100098184163396,0.12569109563917816,3
72,e8a6251f-b429-4265-b192-657f7fcd522d,52,Extreme-Nord,Prepaid,25,9348.85,206594.6,344,6.14,18,2024-07-23,0,Smartphone,Mobile + Box,App,-0.33185736199564786,-0.0662748166441143,2
73,d055b800-775c-4869-bd3f-f28a87f3bc40,65,Ouest,Prepaid,50,9424.27,409504.95,300,7.95,15,2024-07-18,0,Smartphone,Mobile Only,USSD,0.08022311943840695,0.16825188059783552,1
74,85c5f2b5-fd3b-4cf0-a65e-247866d9bebe,24,Littoral,Prepaid,48,2392.65,93965.17,472,2.74,16,2025-05-21,0,Smartphone,Mobile + Box,USSD,-0.16448066506297568,0.2915284719612094,1
75,8725e3a8-9eb3-42c8-b457-0872f6fd0732,29,Adamaoua,Prepaid,59,16974.96,1185599.76,423,4.5,23,2025-05-19,2,Smartphone,Mobile Only,USSD,0.31172753188445096,-0.015580395821619235,3
76,3bb0c5dc-3642-4fd9-b95a-000b22f73e79,31,Sud-Ouest,Prepaid,16,5552.79,83660.78,251,8.93,12,2024-08-14,1,Feature Phone,Mobile + Box,App,-0.26631334474713336,-0.0018411468767777772,2
77,d1c339ec-e489-4dab-88cd-ccd27e586f95,51,Adamaoua,Prepaid,12,15020.87,184343.07,245,11.78,15,2024-12-08,1,4G Box,Mobile + Box,Agency,-0.10267324741139679,-0.28367310040841076,0
78,4bee0de9-f517-49f1-a7f6-b21cf92a194f,66,Sud,Corporate,53,15434.48,950056.76,494,0.82,17,2024-09-20,1,Feature Phone,Mobile Only,Agency,0.3324927353998637,-0.058529180806326395,3
79,ef3cecb0-d3e0-42d4-ae6c-a3040b9f5882,15,Sud-Ouest,Prepaid,56,15974.76,930514.79,297,6.32,18,2025-02-16,3,Smartphone,Mobile Only,Agency,0.1706265860347116,-0.01547631576356494,3
80,802728f7-f74b-4308-b674-8354acdb6618,34,Sud-Ouest,Prepaid,47,5753.41,311214.9,326,3.66,17,2024-06-16,0,Feature Phone,Mobile Only,USSD,-0.14638708448406876,0.3693993723190387,1
81,6461dbdb-549a-4e13-a896-1020a81ba681,46,Extreme-Nord,Prepaid,44,14528.94,599545.16,396,17.84,22,2024-08-14,2,Feature Phone,Mobile Only,USSD,0.11227777308397939,-0.0037040671301065194,3
82,757cebbd-8c3f-4e11-ba30-1aad26b616f2,47,Ouest,Prepaid,4,16184.37,66768.57,393,4.38,22,2024-06-08,1,Smartphone,Mobile + Box,Call Center,-0.22380597366098845,-0.4754630508623905,0
83,54a4d4e0-25e5-4165-8173-b2002c547b61,59,Nord-Ouest,Prepaid,61,5896.2,339324.38,266,6.39,24,2025-03-15,0,Feature Phone,Mobile + Box,Agency,0.018890385338274935,0.4569899852664905,1
84,bafc3ec1-c819-4944-8261-679bd5669750,59,Est,Prepaid,67,7417.52,472067.88,220,4.69,20,2024-06-28,0,Smartphone,Mobile Only,USSD,0.1836436855520189,0.4008076087617674,1
85,44e1b255-cef4-4c19-89c8-1673f7f998ef,69,Est,Postpaid,71,4181.16,254823.49,334,8.46,20,2025-02-17,0,Smartphone,Mobile Only,App,0.016188905813437224,0.4508975765206209,1
86,70b3be5e-2bd5-4722-8a8b-2bc84ac9ec86,41,Sud,Postpaid,56,16929.93,1033484.52,302,3.85,17,2024-08-20,0,Feature Phone,Mobile + Box,Agency,0.6229971871587262,-0.04299846261139694,3
87,92e561f0-d9f2-4d54-8514-e76fe7851b07,69,Sud-Ouest,Postpaid,58,14485.77,866521.09,262,9.68,23,2024-08-25,0,4G Box,Mobile Only,USSD,0.4371980593688473,0.05340350907364706,3
88,c935e502-705b-40c7-9295-a5a0a34700a3,21,Nord-Ouest,Prepaid,18,17921.75,356831.62,209,8.96,13,2025-05-02,1,Feature Phone,Mobile + Box,USSD,0.03477403178834909,-0.2558622453608418,0
89,f09c8bf0-5c3d-4b44-83a4-85af81d829ac,22,Nord,Postpaid,25,19032.54,412162.97,396,5.17,28,2025-03-06,0,Feature Phone,Mobile Only,USSD,0.09621287089842093,-0.19894191338520711,0
90,0df2f225-354a-46be-9057-2f0cd17089d8,56,Centre,Prepaid,67,19933.5,1468754.23,373,7.25,16,2025-01-11,1,Fiber Modem,Mobile Only,Call Center,0.38383668835636775,-0.02402956235574885,3
91,333f39ac-24d4-4744-b0c6-2719e7f35c7f,58,Adamaoua,Corporate,17,16333.54,297104.12,236,0.0,20,2024-08-18,0,Feature Phone,Mobile + Box,USSD,-0.06753225769266857,-0.42242374298574614,0
92,d0487a66-e80a-4477-a59d-9c3631083515,63,Ouest,Postpaid,51,13069.64,623442.0,362,2.02,16,2024-10-17,1,Smartphone,Mobile Only,App,0.31649240714930466,-0.05691820310962035,3
93,d8b2372d-0493-443b-8560-8fefd1e92789,53,Adamaoua,Prepaid,30,8180.7,266177.92,160,13.4,23,2025-04-22,0,Smartphone,Mobile Only,Agency,-0.09609490931079606,0.08493954447209154,1
94,341d7ea0-cf45-4a28-b052-503252ab10c1,32,Est,Postpaid,49,16335.01,954293.2,284,8.69,22,2024-07-25,1,Smartphone,Mobile Only,USSD,0.5020730881157657,-0.03714794838332596,3
95,b9d0ba35-d037-4a58-8c74-ceeaa9922ec8,29,Extreme-Nord,Prepaid,7,11296.41,85158.69,540,2.87,19,2024-10-30,1,4G Box,Mobile Only,USSD,-0.16952955895903687,-0.1761261164711656,0
96,3b069b02-6ec4-4c48-a46c-4117a65880a7,20,Est,Prepaid,9,15604.35,139681.21,413,2.61,26,2024-08-20,0,Feature Phone,Mobile + Box,Call Center,-0.13164872375713602,-0.2417431158824558,0
97,ed8012be-4c5f-4083-9e44-6fa20f012212,71,Sud,Prepaid,44,2976.03,132115.9,176,7.56,16,2024-07-11,0,Fiber Modem,Mobile + Box,App,-0.18642723492030355,0.26005983017473316,1
98,ec94e0ea-7361-45fc-aa5e-9b9b37dc9ac0,35,Extreme-Nord,Prepaid,13,1089.06,14444.17,278,7.06,14,2024-12-05,0,Smartphone,Internet Only,USSD,-0.4195979303314716,0.12758286634137964,2
99,e69eb958-ca00-4e47-b096-124b6a9fe767,33,Nord,Corporate,32,7260.36,275179.43,368,5.43,14,2024-08-13,0,Smartphone,Mobile Only,App,-0.2213328004516245,0.11388145660453461,2
100,eee7f16a-dcc5-48a4-a1e9-09cc7a702910,56,Nord-Ouest,Postpaid,16,14142.97,188582.38,243,4.0,23,2024-09-26,0,Smartphone,Mobile Only,Agency,-0.22551280476465443,-0.3717503363651203,0
101,9b4edcd6-7dee-4484-96c1-6eda518381fa,30,Sud-Ouest,Prepaid,20,8511.83,177839.79,325,1.86,16,2025-01-27,3,Feature Phone,Mobile Only,App,-0.018747311852934948,-0.06907339895021383,0
102,3830a61c-ba1a-4988-937a-5d6c31e45116,63,Sud-Ouest,Prepaid,64,19547.31,1194974.71,366,7.35,20,2024-07-05,0,Feature Phone,Mobile Only,Agency,0.5228243979202157,-0.029191647910330427,3
103,3e2aeebe-f4f8-4474-ab4a-b44e776ec915,75,Adamaoua,Postpaid,44,14558.59,734632.32,243,3.92,9,2024-05-28,1,4G Box,Internet Only,USSD,0.21774350975173598,-0.09837680424507107,3
104,40ed41d2-0a02-4681-8c06-7451b39b5431,47,Littoral,Prepaid,72,18426.17,1266917.03,302,8.39,25,2024-08-18,0,Smartphone,Mobile Only,App,0.47707782658290204,0.02839658524802146,3
105,fcc46c70-ab40-4e3c-a9ce-07d4c6ce5a34,40,Sud-Ouest,Prepaid,5,18109.27,84321.37,151,0.0,14,2024-11-22,1,Smartphone,Mobile Only,App,-0.07885719643554652,-0.33747146300685715,0
106,dcc3e2af-ffd0-41c7-b2f1-12b223daea03,46,Centre,Postpaid,22,1170.93,28137.29,466,4.91,20,2025-05-20,0,Smartphone,Internet Only,USSD,-0.387361434730619,0.20018878392598427,2
107,e9abcbbb-85a3-47d9-a50d-da0e5996e1a7,74,Sud,Prepaid,38,2677.11,108517.34,395,5.65,17,2025-01-06,1,Feature Phone,Mobile Only,Call Center,-0.22330405260023553,0.18913378240760245,2
108,77f8193f-36de-429b-9cc4-b114cc0454aa,71,Extreme-Nord,Prepaid,26,7872.98,173162.75,297,5.61,21,2025-02-06,0,Smartphone,Mobile Only,Agency,-0.31557772315468946,-0.0004545832829135933,2
109,577fae75-0f6a-4228-b1f5-7a7859499b09,73,Nord-Ouest,Postpaid,44,8278.43,431862.74,309,6.89,14,2025-02-06,0,Smartphone,Internet Only,USSD,0.024284110455447566,0.11222275955961356,1
110,a1c91af2-28fe-4546-9f6d-6d3484917a42,75,Nord-Ouest,Postpaid,42,7953.89,348861.9,282,5.47,18,2024-08-02,0,Smartphone,Mobile + Box,Agency,-0.06453538268121378,0.13407705015277477,1
111,5b3b149a-db2d-490a-9fde-8d19491e9c71,46,Centre,Postpaid,12,16432.08,213457.15,349,3.64,26,2025-02-26,1,Feature Phone,Mobile + Box,Agency,-0.11255801412071699,-0.41076326119719153,0
112,08dc3486-de8e-400a-9497-d7c2c3979d61,73,Est,Prepaid,58,7864.57,423401.3,147,1.08,22,2024-11-16,3,Feature Phone,Mobile Only,Agency,0.07898292362652469,0.013803559532663363,3
113,cf314e3b-d251-4da4-94fd-c351e1d104ca,71,Sud-Ouest,Prepaid,68,5378.18,353374.13,303,3.82,14,2024-06-01,0,Feature Phone,Mobile Only,Call Center,0.06291571695706319,0.31660304366185765,1
114,2811f595-b5bc-43fc-86f6-01dc2de351b4,29,Centre,Prepaid,48,1427.74,63930.08,344,3.62,27,2024-06-04,0,Fiber Modem,Mobile Only,Call Center,-0.220488889130142,0.39579393002789104,1
115,051864f2-507e-4788-892d-69cdf03b3356,34,Extreme-Nord,Postpaid,14,9027.72,102645.28,353,0.0,19,2024-10-03,0,Smartphone,Mobile Only,USSD,-0.3788872937403682,-0.15733751286602002,2
116,48331008-33a3-4a28-8a47-bb0dda0e99df,31,Nord,Postpaid,52,1922.57,95437.5,298,7.89,26,2025-01-22,0,Fiber Modem,Mobile Only,USSD,-0.19791765043661086,0.4615690019145088,1
117,a74ea0d8-ee88-4230-93f4-3df1f50ea265,60,Nord,Postpaid,56,3446.01,176296.08,419,0.55,15,2024-06-25,0,Smartphone,Mobile Only,App,-0.09944727660461862,0.28081393362189866,1
118,a6215f87-9cc5-4923-bc7d-81e8fdbeac8d,20,Ouest,Postpaid,60,9292.2,458250.87,225,1.47,24,2025-05-04,1,Smartphone,Mobile Only,USSD,0.15394394128905367,0.2110045721816296,1
119,c302b300-c47c-46d4-b276-0139aa003140,20,Est,Postpaid,67,12191.52,829303.3,211,1.89,23,2025-05-15,0,Feature Phone,Mobile Only,USSD,0.3942235398542484,0.15675675323695848,3
120,cce258f0-6ee4-4ded-bb20-d5dea347de75,52,Sud,Prepaid,59,2434.76,146747.37,279,11.64,22,2024-08-23,0,Smartphone,Mobile Only,App,-0.11207513015572097,0.4521881996615329,1
121,8040818e-fb1b-4096-84c9-5a341821711f,35,Ouest,Prepaid,26,4138.39,105212.35,310,8.44,15,2024-12-27,0,Smartphone,Mobile + Box,USSD,-0.3847742140101278,0.19366510795891217,2
122,51296873-eec5-4980-aec6-eedbdeb37a2e,34,Est,Prepaid,34,7204.35,207912.19,294,3.59,22,2024-10-25,1,Smartphone,Mobile Only,USSD,-0.2724212387568265,0.12641690475257766,2
123,483f0b59-adde-4cf4-bad8-9877b75260c1,21,Sud-Ouest,Prepaid,9,12695.91,123867.72,211,1.0,17,2024-08-30,0,Smartphone,Mobile + Box,App,-0.2452931412546398,-0.2620700294476186,0
